,Transaction_ID,Customer_ID,Amount,Date,Status,Month,Year,Anomaly_Score,Anomaly_Label,Risk_Flag,Payment_Method_Debit Card,Payment_Method_Net Banking,Payment_Method_UPI,Payment_Method_Wallet,Next_Month_Risk_Prediction
54,T100054,C2586,2729.07,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
55,T100055,C4944,3278.69,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
56,T100056,C4074,2360.52,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
57,T100057,C2022,2256.41,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
58,T100058,C4462,268.42,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
59,T100059,C3614,5784.47,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
60,T100060,C4844,2865.41,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
61,T100061,C2501,1083.28,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
62,T100062,C5799,8465.01,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
63,T100063,C1162,8111.62,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
64,T100064,C5298,3331.47,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
65,T100065,C2982,1772.32,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
66,T100066,C1996,5081.84,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
67,T100067,C5912,1699.46,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
68,T100068,C4343,1345.99,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
69,T100069,C5552,6556.21,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
70,T100070,C4799,205.8,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
71,T100071,C2276,497.82,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
72,T100072,C2017,34.06,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
73,T100073,C1338,829.94,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
74,T100074,C1879,357.43,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
75,T100075,C2077,27366.17,2026-03-04 06:12:48,Completed,3,2026,-1,Suspicious,0,True,False,False,False,0
76,T100076,C5888,1704.08,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
77,T100077,C4994,808.29,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
78,T100078,C5860,1378.74,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
79,T100079,C1380,13754.18,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
80,T100080,C1493,3671.52,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
81,T100081,C3063,2269.22,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
82,T100082,C4885,10333.28,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
83,T100083,C1065,2512.55,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
84,T100084,C3569,2039.91,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
85,T100085,C3028,1161.44,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
86,T100086,C3696,2372.44,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
87,T100087,C2496,1903.99,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
88,T100088,C1392,5655.22,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
89,T100089,C5515,1709.51,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
90,T100090,C5475,4304.28,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
91,T100091,C4562,340.82,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
92,T100092,C3279,1061.57,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
93,T100093,C4100,2616.22,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
94,T100094,C1201,13819.08,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
95,T100095,C5876,2368.07,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
96,T100096,C4105,5454.32,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
97,T100097,C5599,1472.44,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
98,T100098,C3455,679.29,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
99,T100099,C4646,301.6,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
100,T100100,C1805,1822.19,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
101,T100101,C3732,857.86,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
102,T100102,C3774,955.87,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
103,T100103,C2571,7151.43,2026-03-04 06:12:48,Suspicious,3,2026,1,Normal,1,False,False,False,False,0
104,T100104,C3691,79.82,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
105,T100105,C4841,4080.08,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
106,T100106,C2029,2385.84,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
107,T100107,C1503,3531.67,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
108,T100108,C5494,4137.17,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
109,T100109,C1871,1879.78,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
110,T100110,C5489,1748.56,2026-03-04 06:12:48,Suspicious,3,2026,1,Normal,1,False,False,False,False,0
111,T100111,C1207,6610.06,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
112,T100112,C2485,10250.46,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
113,T100113,C1864,1069.57,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
114,T100114,C3791,513.59,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
115,T100115,C1564,11403.91,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
116,T100116,C5192,2153.11,2026-03-04 06:12:48,Suspicious,3,2026,1,Normal,1,False,False,False,False,0
117,T100117,C2758,4007.2,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
118,T100118,C2679,2227.87,2026-03-04 06:12:48,Suspicious,3,2026,1,Normal,1,False,False,False,True,0
119,T100119,C4243,672.24,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
120,T100120,C5637,4449.85,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
121,T100121,C2060,3723.69,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
122,T100122,C2723,1134.46,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
123,T100123,C4315,3006.21,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
124,T100124,C4158,7971.45,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
125,T100125,C3626,4463.19,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
126,T100126,C3730,509.71,2026-03-04 06:12:48,Suspicious,3,2026,1,Normal,1,False,False,False,False,0
127,T100127,C2598,3970.6,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
128,T100128,C4061,6065.71,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
129,T100129,C3694,7868.02,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
130,T100130,C5892,4959.35,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
131,T100131,C4628,828.26,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
132,T100132,C2364,6192.36,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
133,T100133,C2982,5655.81,2026-03-04 06:12:48,Suspicious,3,2026,1,Normal,1,False,True,False,False,0
134,T100134,C2664,123.65,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
135,T100135,C2530,2653.0,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
136,T100136,C3039,2024.45,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
137,T100137,C4303,5534.41,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
138,T100138,C3238,1217.6,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
139,T100139,C2307,4468.64,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
140,T100140,C5030,12221.09,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
141,T100141,C3676,7992.55,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
142,T100142,C2283,12720.59,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
143,T100143,C1710,19199.9,2026-03-04 06:12:48,Completed,3,2026,-1,Suspicious,0,False,True,False,False,0
144,T100144,C5745,53.64,2026-03-04 06:12:48,Suspicious,3,2026,1,Normal,1,True,False,False,False,0
145,T100145,C5414,4874.12,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
146,T100146,C4749,2662.28,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
147,T100147,C5780,9825.37,2026-03-04 06:12:48,Suspicious,3,2026,1,Normal,1,False,True,False,False,0
148,T100148,C1664,1450.52,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
149,T100149,C2999,19824.35,2026-03-04 06:12:48,Completed,3,2026,-1,Suspicious,0,False,False,True,False,0
150,T100150,C4446,4755.81,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
151,T100151,C4744,7888.18,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
152,T100152,C2496,447.43,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
153,T100153,C4305,1013.38,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
154,T100154,C4764,7102.44,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
155,T100155,C2854,111.16,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
156,T100156,C5660,8488.01,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
157,T100157,C2292,70.24,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
158,T100158,C4582,5351.86,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
159,T100159,C4458,2271.39,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
160,T100160,C2637,4727.24,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
161,T100161,C4697,5954.15,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
162,T100162,C4000,2096.36,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
163,T100163,C4153,571.24,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
164,T100164,C1699,360.95,2026-03-04 06:12:48,Suspicious,3,2026,1,Normal,1,True,False,False,False,0
165,T100165,C3161,4445.03,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
166,T100166,C5098,3676.68,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
167,T100167,C5738,6777.88,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
168,T100168,C1855,3564.05,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
169,T100169,C4475,2744.76,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
170,T100170,C2708,2538.21,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
171,T100171,C3778,134.01,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
172,T100172,C2734,2044.03,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
173,T100173,C5932,18652.71,2026-03-04 06:12:48,Completed,3,2026,-1,Suspicious,0,False,False,True,False,0
174,T100174,C4511,10339.76,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
175,T100175,C1203,1997.75,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
176,T100176,C4256,4431.18,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
177,T100177,C5219,9396.29,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
178,T100178,C5497,2910.48,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
179,T100179,C1767,90.61,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
180,T100180,C5390,387.16,2026-03-04 06:12:48,Suspicious,3,2026,1,Normal,1,False,True,False,False,0
181,T100181,C3328,3570.76,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
182,T100182,C3932,17440.21,2026-03-04 06:12:48,Completed,3,2026,-1,Suspicious,0,False,False,True,False,0
183,T100183,C1198,5907.95,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
184,T100184,C2931,367.78,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
185,T100185,C4583,1049.66,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
186,T100186,C1609,7377.23,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
187,T100187,C4273,9208.1,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
188,T100188,C2148,4807.68,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
189,T100189,C5283,5170.07,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
190,T100190,C4398,143.73,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
191,T100191,C3512,8816.74,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
192,T100192,C2795,7762.34,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
193,T100193,C1660,1499.01,2026-03-04 06:12:48,Suspicious,3,2026,1,Normal,1,False,False,True,False,0
194,T100194,C3812,6166.61,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
195,T100195,C2370,1209.43,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
196,T100196,C2987,205.83,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
197,T100197,C1147,1122.83,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
198,T100198,C4220,983.9,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
199,T100199,C3912,2060.55,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
200,T100200,C2735,2710.29,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
201,T100201,C2844,3551.86,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
202,T100202,C1489,3238.52,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
203,T100203,C3977,1578.18,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
204,T100204,C2960,148.02,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
205,T100205,C3386,4645.63,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
206,T100206,C3920,2518.79,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
207,T100207,C5737,1773.9,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
208,T100208,C2803,10084.81,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
209,T100209,C5062,6866.76,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
210,T100210,C4370,9751.39,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
211,T100211,C1263,3415.81,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
212,T100212,C1624,701.67,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
213,T100213,C2017,5957.28,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
214,T100214,C4644,1153.82,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
215,T100215,C5977,2910.08,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
216,T100216,C3050,336.05,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
217,T100217,C4724,8723.67,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
218,T100218,C5549,673.03,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
219,T100219,C4109,11670.25,2026-03-04 06:12:48,Suspicious,3,2026,1,Normal,1,False,False,False,False,0
220,T100220,C5091,9983.99,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
221,T100221,C3057,3123.54,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
222,T100222,C4171,6820.09,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
223,T100223,C2683,4830.62,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
224,T100224,C3256,8124.68,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
225,T100225,C2155,2826.45,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
226,T100226,C5500,7704.42,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
227,T100227,C4192,3103.73,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
228,T100228,C2697,14148.19,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
229,T100229,C4992,3331.28,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
230,T100230,C5724,3105.24,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
231,T100231,C5683,7687.26,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
232,T100232,C2649,8618.01,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
233,T100233,C2446,4042.67,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
234,T100234,C5200,991.02,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
235,T100235,C4924,3153.29,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
236,T100236,C1254,17221.44,2026-03-04 06:12:48,Completed,3,2026,-1,Suspicious,0,False,False,False,True,0
237,T100237,C4184,6991.56,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
238,T100238,C3558,8334.34,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
239,T100239,C1099,166.88,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
240,T100240,C3201,3154.24,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
241,T100241,C3962,5201.07,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
242,T100242,C5974,8860.75,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
243,T100243,C5434,252.65,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
244,T100244,C4778,9567.56,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
245,T100245,C3870,3974.8,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
246,T100246,C4235,1098.96,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
247,T100247,C4792,1908.17,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
248,T100248,C1957,1655.94,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
